,national_number,gen,english_name,japanese_name,classification,primary_type,secondary_type,description,col_name,egg_group,color,habitat,shape
601,602,V,Tynamo,Shibishirasu,EleFish Pokémon,electric,,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning.",,indeterminate,white,,fish
602,603,V,Eelektrik,Shibibeel,EleFish Pokémon,electric,,It wraps itself around its prey and paralyzes it with electricity from the round spots on its sides. Then it chomps.,,indeterminate,blue,,fish
603,604,V,Eelektross,Shibirudon,EleFish Pokémon,electric,,"With their sucker mouths, they suck in prey. Then they use their fangs to shock the prey with electricity.",,indeterminate,blue,,fish
604,605,V,Elgyem,Ligray,Cerebral Pokémon,psychic,,"If this Pokémon stands near a TV, strange scenery will appear on the screen. That scenery is said to be from its home.",,humanshape,blue,,upright
605,606,V,Beheeyem,Ohbem,Cerebral Pokémon,psychic,,"Whenever a Beheeyem visits a farm, a Dubwool mysteriously disappears.",,humanshape,brown,,humanoid
606,607,V,Litwick,Hitomoshi,Candle Pokémon,ghost,fire,The flame on its head keeps its body slightly warm. This Pokémon takes lost children by the hand to guide them to the spirit world.,,indeterminate,white,,blob
607,608,V,Lampent,Lampler,Lamp Pokémon,ghost,fire,"This Pokémon appears just before someone passes away, so it’s feared as an emissary of death.",,indeterminate,black,,arms
608,609,V,Chandelure,Chandela,Luring Pokémon,ghost,fire,This Pokémon haunts dilapidated mansions. It sways its arms to hypnotize opponents with the ominous dancing of its flames.,,indeterminate,black,,arms
609,610,V,Axew,Kibago,Tusk Pokémon,dragon,,These Pokémon nest in the ground and use their tusks to crush hard berries. Crushing berries is also how they test each other’s strength.,,dragon,green,,upright
610,611,V,Fraxure,Onondo,Axe Jaw Pokémon,dragon,,"After battle, this Pokémon carefully sharpens its tusks on river rocks. It needs to take care of its tusks—if one breaks, it will never grow back.",,dragon,green,,upright
611,612,V,Haxorus,Ononokus,Axe Jaw Pokémon,dragon,,Its resilient tusks are its pride and joy. It licks up dirt to take in the minerals it needs to keep its tusks in top condition.,,dragon,yellow,,upright
612,613,V,Cubchoo,Kumasyun,Chill Pokémon,ice,,"When this Pokémon is in good health, its snot becomes thicker and stickier. It will smear its snot on anyone it doesn’t like.",,ground,white,,upright
613,614,V,Beartic,Tunbear,Freezing Pokémon,ice,,"It swims through frigid seas, searching for prey. From its frozen breath, it forms icy fangs that are harder than steel.",,ground,white,,quadruped
614,615,V,Cryogonal,Freegeo,Crystallizing Pokémon,ice,,"With its icy chains, Cryogonal freezes those it encounters. It then takes its victims away to somewhere unknown.",,mineral,blue,,ball
615,616,V,Shelmet,Chobomaki,Snail Pokémon,bug,,"When attacked, it tightly shuts the lid of its shell. This reaction fails to protect it from Karrablast, however, because they can still get into the shell.",,bug,red,,ball
616,617,V,Accelgor,Agilder,Shell Out Pokémon,bug,,It moves with blinding speed and lobs poison at foes. Featuring Accelgor as a main character is a surefire way to make a movie or comic popular.,,bug,red,,arms
617,618,V,Stunfisk,Maggyo,Trap Pokémon,ground,electric,"Thanks to bacteria that lived in the mud flats with it, this Pokémon developed the organs it uses to generate electricity.",,indeterminate,brown,,fish
618,619,V,Mienfoo,Kojofu,Martial Arts Pokémon,fighting,,"In one minute, a well-trained Mienfoo can chop with its arms more than 100 times.",,humanshape,yellow,,upright
619,620,V,Mienshao,Kojondo,Martial Arts Pokémon,fighting,,"When Mienshao comes across a truly challenging opponent, it will lighten itself by biting off the fur on its arms.",,humanshape,purple,,upright
620,621,V,Druddigon,Crimgan,Cave Pokémon,dragon,,"Druddigon lives in caves, but it never skips sunbathing—it won’t be able to move if its body gets too cold.",,dragon,red,,upright
621,622,V,Golett,Gobit,Automaton Pokémon,ground,ghost,"They were sculpted from clay in ancient times. No one knows why, but some of them are driven to continually line up boulders.",,mineral,green,,humanoid
622,623,V,Golurk,Goloog,Automaton Pokémon,ground,ghost,Artillery platforms built into the walls of ancient castles served as perches from which Golurk could fire energy beams.,,mineral,green,,humanoid
623,624,V,Pawniard,Komatana,Sharp Blade Pokémon,dark,steel,It uses river stones to maintain the cutting edges of the blades covering its body. These sharpened blades allow it to bring down opponents.,,humanshape,red,,humanoid
624,625,V,Bisharp,Kirikizan,Sword Blade Pokémon,dark,steel,"It’s accompanied by a large retinue of Pawniard. Bisharp keeps a keen eye on its minions, ensuring none of them even think of double-crossing it.",,humanshape,red,,humanoid
625,626,V,Bouffalant,Buffron,Bash Buffalo Pokémon,normal,,These Pokémon can crush a car with no more than a headbutt. Bouffalant with more hair on their heads hold higher positions within the herd.,,ground,brown,,quadruped
626,627,V,Rufflet,Washibon,Eaglet Pokémon,normal,flying,"If it spies a strong Pokémon, Rufflet can’t resist challenging it to a battle. But if Rufflet loses, it starts bawling.",,flying,white,,wings
627,628,V,Braviary,Warrgle,Valiant Pokémon,normal,flying,"Known for its bravery and pride, this majestic Pokémon is often seen as a motif for various kinds of emblems.",,flying,red,,wings
628,629,V,Vullaby,Valchai,Diapered Pokémon,dark,flying,It wears a bone to protect its rear. It often squabbles with others of its kind over particularly comfy bones.,,flying,brown,,wings
629,630,V,Mandibuzz,Vulgina,Bone Vulture Pokémon,dark,flying,"Although it’s a bit of a ruffian, this Pokémon will take lost Vullaby under its wing and care for them till they’re ready to leave the nest.",,flying,brown,,wings
630,631,V,Heatmor,Kuitaran,Anteater Pokémon,fire,,"There’s a hole in its tail that allows it to draw in the air it needs to keep its fire burning. If the hole gets blocked, this Pokémon will fall ill.",,ground,red,,upright
631,632,V,Durant,Aiant,Iron Ant Pokémon,bug,steel,"They lay their eggs deep inside their nests. When attacked by Heatmor, they retaliate using their massive mandibles.",,bug,gray,,armor
632,633,V,Deino,Monozu,Irate Pokémon,dark,dragon,"When it encounters something, its first urge is usually to bite it. If it likes what it tastes, it will commit the associated scent to memory.",,dragon,blue,,quadruped
633,634,V,Zweilous,Dihead,Hostile Pokémon,dark,dragon,"While hunting for prey, Zweilous wanders its territory, its two heads often bickering over which way to go.",,dragon,blue,,quadruped
634,635,V,Hydreigon,Sazandora,Brutal Pokémon,dark,dragon,There are a slew of stories about villages that were destroyed by Hydreigon. It bites anything that moves.,,dragon,blue,,upright
635,636,V,Larvesta,Merlarva,Torch Pokémon,bug,fire,The people of ancient times believed that Larvesta fell from the sun.,,bug,white,,armor
636,637,V,Volcarona,Ulgamoth,Sun Pokémon,bug,fire,Volcarona scatters burning scales. Some say it does this to start fires. Others say it’s trying to rescue those that suffer in the cold.,,bug,white,,bug-wings
637,638,V,Cobalion,Cobalon,Iron Will Pokémon,steel,fighting,"This Pokémon appears in a legend alongside Terrakion and Virizion, fighting against humans in defense of the Unova region’s Pokémon.",,no-eggs,blue,,quadruped
638,639,V,Terrakion,Terrakion,Cavern Pokémon,rock,fighting,It has phenomenal power. It will mercilessly crush anyone or anything that bullies small Pokémon.,,no-eggs,gray,,quadruped
639,640,V,Virizion,Virizion,Grassland Pokémon,grass,fighting,A legend tells of this Pokémon working together with Cobalion and Terrakion to protect the Pokémon of the Unova region.,,no-eggs,green,,quadruped
640,641,V,Tornadus,Tornelos,Cyclone Pokémon,flying,,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.,,no-eggs,green,,arms
641,642,V,Thundurus,Voltolos,Bolt Strike Pokémon,electric,flying,The spikes on its tail discharge immense bolts of lightning. It flies around the Unova region firing off lightning bolts.,,no-eggs,blue,,arms
642,643,V,Reshiram,Reshiram,Vast White Pokémon,dragon,fire,This legendary Pokémon can scorch the world with fire. It helps those who want to build a world of truth.,,no-eggs,white,,wings
643,644,V,Zekrom,Zekrom,Deep Black Pokémon,dragon,electric,This legendary Pokémon can scorch the world with lightning. It assists those who want to build an ideal world.,,no-eggs,black,,upright
644,645,V,Landorus,Landlos,Abundance Pokémon,ground,flying,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”,,no-eggs,brown,,arms
645,646,V,Kyurem,Kyurem,Boundary Pokémon,dragon,ice,This legendary ice Pokémon waits for a hero to fill in the missing parts of its body with truth or ideals.,,no-eggs,gray,,upright
646,647,V,Keldeo,Keldeo,Colt Pokémon,water,fighting,"It crosses the world, running over the surfaces of oceans and rivers. It appears at scenic waterfronts.",,no-eggs,yellow,,quadruped
647,648,V,Meloetta,Meloetta,Melody Pokémon,normal,psychic,The melodies sung by Meloetta have the power to make Pokémon that hear them happy or sad.,,no-eggs,white,,humanoid
648,649,V,Genesect,Genesect,Paleozoic Pokémon,bug,steel,This ancient bug Pokémon was altered by Team Plasma. They upgraded the cannon on its back.,,no-eggs,purple,,humanoid
649,650,VI,Chespin,Harimaron,Spiky Nut Pokémon,grass,,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.",,ground,green,,upright
650,651,VI,Quilladin,Hariborg,Spiny Armor Pokémon,grass,,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.,,ground,green,,upright
651,652,VI,Chesnaught,Brigarron,Spiny Armor Pokémon,grass,fighting,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.,,ground,green,,upright
652,653,VI,Fennekin,Fokko,Fox Pokémon,fire,,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.",,ground,red,,quadruped
653,654,VI,Braixen,Tairenar,Fox Pokémon,fire,,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle.",,ground,red,,upright
654,655,VI,Delphox,Mahoxy,Fox Pokémon,fire,psychic,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.",,ground,red,,upright
655,656,VI,Froakie,Keromatsu,Bubble Frog Pokémon,water,,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,,water1,blue,,quadruped
656,657,VI,Frogadier,Gekogashira,Bubble Frog Pokémon,water,,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away.",,water1,blue,,humanoid
657,658,VI,Greninja,Gekkouga,Ninja Pokémon,water,dark,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two.",,water1,blue,,humanoid
658,659,VI,Bunnelby,Horubee,Digging Pokémon,normal,,"It excels at digging holes. Using its ears, it can dig a nest 33 feet deep in one night.",,ground,brown,,upright
659,660,VI,Diggersby,Horudo,Digging Pokémon,normal,ground,"With power equal to an excavator, it can dig through dense bedrock. It’s a huge help during tunnel construction.",,ground,brown,,upright
660,661,VI,Fletchling,Yayakoma,Tiny Robin Pokémon,normal,flying,Its melodious cries are actually warnings. Fletchling will mercilessly peck at anything that enters its territory.,,flying,red,,wings
661,662,VI,Fletchinder,Hinoyakoma,Ember Pokémon,fire,flying,"Fletchinder launches embers into the den of its prey. When the prey comes leaping out, Fletchinder’s sharp talons finish it off.",,flying,red,,wings
662,663,VI,Talonflame,Fiarrow,Scorching Pokémon,fire,flying,"Talonflame mainly preys upon other bird Pokémon. To intimidate opponents, it sends embers spewing from gaps between its feathers.",,flying,red,,wings
663,664,VI,Scatterbug,Kofukimushi,Scatterdust Pokémon,bug,,"When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact.",,bug,black,,armor
664,665,VI,Spewpa,Kofuurai,Scatterdust Pokémon,bug,,"It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them.",,bug,black,,blob
665,666,VI,Vivillon,Viviyon,Scale Pokémon,bug,flying,Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat.,,bug,white,,bug-wings
666,667,VI,Litleo,Shishiko,Lion Cub Pokémon,fire,normal,"When they’re young, they live with a pride. Once they’re able to hunt prey on their own, they’re kicked out and have to make their own way.",,ground,brown,,quadruped
667,668,VI,Pyroar,Kaenjishi,Royal Pokémon,fire,normal,"The males are usually lazy, but when attacked by a strong foe, a male will protect its friends with no regard for its own safety.",,ground,brown,,quadruped
