name,ndex,category,bio,type1,type2
Skiploom,0188,Cottonweed,"[NAME]’s flower blossoms when the temperature rises
above 64 degrees Fahrenheit. How much the flower opens
depends on the temperature. For that reason, this Pokémon
is sometimes used as a thermometer.",Grass,Flying
Palossand,0770,Sand Castle,"This Pokémon lives on beaches, but it hates
water. [NAME] can’t maintain its castle-like
shape if it gets drenched by a heavy rain.",Ghost,Ground
Malamar,0687,Overturning,"It’s said that [NAME]’s hypnotic powers played
a role in certain history-changing events.",Dark,Psychic
Wooper,0194,{{tt|Water Fish|Wooper}},"When walking on land, it covers its body with a
poisonous film that keeps its skin from dehydrating.",Water,Ground
Stufful,0759,Flailing,"The way it protects itself by flailing its arms may
be an adorable sight, but stay well away. This is
flailing that can snap thick tree trunks.",Normal,Fighting
Chien-Pao,1002,Ruinous,The hatred of those who perished by the sword long ago has clad itself in snow and become a Pokémon.,Dark,Ice
Abomasnow,0460,Frost Tree,"A powerful Pokémon that can split huge boulders with ease.
Dislikes associating with others and chooses to live quietly deep
within the mountains, playing with the snow.",Grass,Ice
Burmy,0412,Bagworm,"If its cloak is even slightly damaged, [NAME] will immediately
repair it with whatever is close at hand. The Pokémon within the
cloak is scrawny and vulnerable to the cold.",Bug,
Fearow,0022,Beak,"A Pokémon that dates back many years. If it
senses danger, it flies high and away, instantly.",Normal,Flying
Porygon2,0233,Virtual,"A bizarre item caused this Pokémon to evolve. While it now
exhibits many new gestures and expressions, its biology
remains inscrutable.",Normal,
Clamperl,0366,Bivalve,"[NAME]’s pearls are exceedingly precious.
They can be more than 10 times as costly
as Shellder’s pearls.",Water,
Tapu Lele,0786,Land Spirit,"Although called a guardian deity, [NAME] is
devoid of guilt about its cruel disposition and
can be described as nature incarnate.",Psychic,Fairy
Scizor,0212,{{tt|Pincer|Scissors in Generation II}},"Evolved by way of a curious item. The shell covering its body
has been shown to be stronger than forged steel.",Bug,Steel
Mimikyu,0778,Disguise,"There was a scientist who peeked under
[NAME]’s old rag in the name of research.
The scientist died of a mysterious disease.",Ghost,Fairy
Primarina,0730,Soloist,"For [NAME], every battle’s a stage. Its singing
and the dancing of its balloons will mesmerize
the audience.",Water,Fairy
Cosmoem,0790,Protostar,"It sucks in dust from the air at an astounding rate,
frantically building up energy within its core as
preparation for evolution.",Psychic,
Blacephalon,0806,Fireworks,"A UB that appeared from an Ultra Wormhole, it
causes explosions, then takes advantage of
opponents’ surprise to rob them of their vitality.",Fire,Ghost
Haunter,0093,Gas,"This frightful, malevolent spirit can glide through walls,
appearing wherever it likes. According to rumor, victims of
a [NAME]'s lick will wither to death day by day.",Ghost,Poison
Bellossom,0182,Flower,"[NAME] gather at times and appear to dance.
They say that the dance is a ritual to summon
the sun.",Grass,
Mew,,{{tt|New Species|New Specie before Generation III}},"==Biology==
[NAME] is a pink, bipedal Pokémon with mammalian features. It has a rounded, wide snout; triangular ears; and large, blue eyes. It has short arms with three-fingered paws and large hind paws with oval markings on the soles. Its tail is long and thin with an ovoid tip. Its fur is so fine and thin, it can only be seen under a microscope.

[NAME] has shown a playful, childish personality, showing signs of high intelligence, curiosity, shyness, playfulness, and even selflessness. It is said to have the DNA of every single Pokémon contained within its body. This causes many scientists to theorize that [NAME] is the ancestor of all Pokémon. It is an incredibly adaptable species, capable of levitation and teleportation. It can use almost all known moves, regardless of their types. It has also shown the rare power to transform into all known Pokémon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people. As seen on several occasions, it has the ability to create an orb of energy around itself for protection, which can come in many colors, such as green, yellow, and pink.

According to journals found in Kanto's Pokémon Mansion, Mr. Fuji is the one who discovered [NAME] deep in the jungle and coined its name. With other scientists, he managed to gather some of [NAME]'s DNA and used it in his mansion to create a modified clone of it, aiming it to be the most powerful Pokémon of all, which resulted in the birth of the Legendary Pokémon [NAME]two. Since [NAME] can make itself invisible, very few people have seen it, leading some scientists to declare it extinct and most to assume it to be nothing, but a mirage. However, sightings of it are still being reported to this day, confirming its existence. Even though it's rarely seen, it will willingly show itself to a person who is pure of heart and has a strong desire to see it.

According to the ''Pokémon the Series''-related radio drama, ''The Birth of [NAME]two'', [NAME] was discovered by Jessie's mother, Miyamoto, who registered its cry in a forest 20 years before the events of the series. It was worshiped for its protection by ancient people who created a song in its honor and believed it appeared once a year with the rising sun. It wasn't rediscovered until 18 years after Miyamoto met [NAME] by sunrise on the peak of a high mountain. As depicted in the episode ''In the Palms of our Hands!'' it is capable of splitting itself up and transforming into more than one Pokémon at the same time. It was also shown to possess a strong rivalry with its clone, [NAME]two in ''[NAME]two Strikes Back''.

[NAME] is the only known Pokémon capable of using the Z-Move Genesis Supernova.",,
Silvally,0773,Synthetic,"The final factor needed to release this
Pokémon’s true power was a strong bond
with a Trainer it trusts.",Normal,
Herdier,0507,Loyal Dog,"The black fur that covers this Pokémon’s body
is dense and springy. Even sharp fangs bounce
right off.",Normal,
Bouffalant,0626,Bash Buffalo,"These Pokémon live in herds of about 20
individuals. [NAME] that betray the herd will
lose the hair on their heads for some reason.",Normal,
Combee,0415,Tiny Bee,"They swear fealty to a queen Pokémon and work diligently to
gather nectar. Each swarm produces a different flavor of honey.",Bug,Flying
Geodude,0074,Rock,"Makes its home in mountainous regions, using its arms to climb
along harsh mountain roads. Can be troublesome—carelessly
kicking one will cause it to fly into a rage and chase after you.",Rock,Ground
Rowlet,0722,Grass Quill,"Flies noiselessly on delicate wings. It has mastered the art of
deftly launching dagger-sharp feathers from those same wings.",Grass,Flying
Unown,0201,Symbol,"It is hard to believe these strangely shaped Pokémon are truly
living creatures. I've pointed out that the species' many forms
resemble writing from other lands; no one will take me seriously.",Psychic,
Glimmora,0970,Ore,[NAME]’s petals are made of crystallized poison energy. It has recently become evident that these petals resemble Tera Jewels.,Rock,Poison
Noibat,0714,Sound Wave,"No wavelength of sound is beyond [NAME]’s
ability to produce. The ultrasonic waves it
generates can overcome much larger Pokémon.",Flying,Dragon
Ferrothorn,0598,Thorn Pod,"Its spikes are harder than steel. This Pokémon
crawls across rock walls by stabbing the spikes
on its feelers into the stone.",Grass,Steel
Fennekin,0653,Fox,"As it walks, it munches on a twig in place
of a snack. It intimidates opponents
by puffing hot air out of its ears.",Fire,
Chikorita,0152,Leaf,"In battle, [NAME] waves its leaf around to keep the foe at
bay. However, a sweet fragrance also wafts from the leaf,
becalming the battling Pokémon and creating a cozy,
friendly atmosphere all around.",Grass,
Pignite,0499,Fire Pig,"When its internal fire flares up, its movements grow
sharper and faster. When in trouble, it emits smoke.",Fire,Fighting
Krookodile,0553,Intimidation,"While terribly aggressive, [NAME] also has
the patience to stay hidden under sand for days,
lying in wait for prey.",Ground,Dark
Minior,0774,Meteor,"Although its outer shell is uncommonly durable,
the shock of falling to the ground smashes the
shell to smithereens.",Rock,Flying
Heatran,0485,Lava Dome,"Stories tell of this Pokémon being birthed from the boiling
magma within Mount Coronet. Its molten-steel body holds
many mysteries.",Fire,Steel
Ludicolo,0272,Carefree,"If it hears festive music, it begins moving in
rhythm in order to amplify its power.",Water,Grass
Kecleon,0352,Color Swap,"Its color changes for concealment and also
when its mood or health changes. The darker
the color, the healthier it is.",Normal,
Woobat,0527,Bat,"It emits ultrasonic waves as it flutters about,
searching for its prey—bug Pokémon.",Psychic,Flying
Manectric,0310,Discharge,"It rarely appears before people. It is said to nest
where lightning has fallen.",Electric,
Rattata,0019,{{tt|Mouse|RAT before Generation III}},"Will chew on anything with its fangs. If you
see one, you can be certain that 40 more
live in the area.",Normal,
Joltik,0595,Attaching,"[NAME] latch on to other Pokémon and suck out
static electricity. They’re often found sticking to
Yamper’s hindquarters.",Bug,Electric
Regidrago,0895,Dragon Orb,"Its body is composed of crystallized dragon
energy. [NAME] is said to have the powers of
every dragon Pokémon.",Dragon,
Trevenant,0709,Elder Tree,"Small roots that extend from the tips of this
Pokémon’s feet can tie into the trees of the
forest and give [NAME] control over them.",Ghost,Grass
Scolipede,,Megapede,"==Biology==
[NAME] is a plump, centipede-like Pokémon that usually stands with the front half of its body raised vertically off the ground. Its segmented body is dark magenta, except for its smooth, dark gray underside. Long, slightly bent horns similar to antennae extend from its head, as well as an identical pair of horns on its rear. Purple bands decorate these horns, and teardrop-shaped rings of the same color mark each body segment, one on each side of its body. It possesses four pairs of short, purple fore-claws on the body segments that make up its neck, which is used to inject poison. The four hind legs are longer, thicker, and spaced farther apart. Each hind limb has curved dark gray bands around the middle.

[NAME] lives in lush forests. It is very aggressive and will not give up until victorious. This Pokémon chases down enemies with great speed and then attacks relentlessly with its horns until it prevails. It latches onto the prey using the toxic spikes on its neck, and then slams it into the ground for the deadly poison effect. Similarly to its pre-Evolution, Whirlipede, it can curl up into a ball and roll towards its targets. [NAME] and Centiskorch can get into territorial fights, which end with the loser becoming the winner's prey.",Bug,Poison
Guzzlord,0799,Junkivore,"An unknown life-form called a UB. It may be
constantly hungry—it is certainly always
devouring something.",Dark,Dragon
Skorupi,0451,Scorpion,"Its claws are not only razor-sharp but poisonous, making [NAME]
a highly dangerous Pokémon. It seems to be weakened by cold
temperatures, however.",Poison,Bug
Yanmega,0469,Ogre Darner,"Extremely violent. When hunting, it wastes none of its energy,
aiming only for prey's most vulnerable spots. Any who manage
to tame this Pokémon must be of incredible bravery.",Bug,Flying
